Gender,Money,Recency,Frequency,Age,cat_Children,cat_Teen,cat_Cooking,cat_DIY,cat_Reference,cat_Art,Purchase_Secret_of_Italian_k,Purchase_Atlas_of_Italy,Purchase_Italian_Art,Buy
F,422,12,12,60,2,1,2,2,0,2,0,0,0,0
F,116,8,1,8,1,0,0,0,0,0,0,0,0,0
M,150,14,2,18,1,0,0,1,0,0,0,0,0,1
F,221,34,12,60,4,1,3,0,0,1,0,0,0,0
M,18,16,1,16,0,0,0,0,0,0,0,0,0,0
F,130,20,2,22,0,0,0,0,0,0,0,0,0,0
F,222,14,2,22,0,0,1,0,1,0,0,1,0,0
F,51,14,1,14,0,0,1,0,0,0,0,0,0,0
M,152,14,3,30,0,1,2,0,0,0,0,0,0,1
F,188,30,12,78,3,2,3,0,1,2,1,0,0,0
F,39,14,1,14,0,0,1,0,0,0,0,0,0,0
M,227,10,1,10,0,0,0,0,0,1,0,0,0,0
F,180,16,2,24,0,0,1,0,0,1,0,0,0,0
F,168,14,8,34,1,2,1,2,0,1,0,0,0,0
M,119,2,2,6,0,1,0,0,0,0,0,0,0,1
F,215,34,1,34,0,0,0,0,0,0,0,0,0,0
F,251,28,6,52,2,0,1,1,1,1,1,1,1,1
F,180,26,1,26,0,0,1,0,0,0,0,0,0,0
M,51,4,3,10,0,0,1,0,0,1,0,0,0,0
F,94,16,4,30,2,2,0,0,0,0,0,0,0,0
F,159,8,1,8,1,0,0,0,0,0,0,0,0,0
F,224,34,2,38,0,1,1,0,0,0,0,0,0,0
M,100,10,2,18,1,0,1,0,0,0,0,0,0,0
F,393,10,9,32,4,0,2,0,1,0,1,0,0,0
F,269,12,6,34,1,0,2,1,0,1,0,0,0,0
F,285,20,1,20,0,0,0,0,1,0,0,0,0,0
F,320,34,10,68,2,0,1,2,0,3,0,0,0,0
F,373,14,11,56,3,1,3,2,2,0,1,1,0,0
F,246,2,1,2,0,0,1,0,0,0,0,0,0,0
F,107,2,1,2,0,0,0,0,1,0,0,0,0,0
F,248,12,1,12,0,0,0,0,0,0,0,0,0,0
F,190,2,2,8,2,0,0,0,0,0,0,0,0,0
M,64,16,1,16,0,1,0,0,0,0,0,0,0,0
F,188,22,2,30,0,0,0,0,1,0,0,0,0,0
M,332,8,4,30,1,1,0,0,0,1,0,0,0,1
F,82,6,3,20,1,1,1,0,0,0,0,0,0,0
F,128,16,2,22,2,0,0,0,0,0,0,0,0,0
F,278,10,2,12,1,0,0,0,0,0,0,0,0,0
M,120,2,1,2,1,0,0,0,0,0,0,0,0,1
F,28,24,1,24,0,0,0,0,0,1,0,0,0,0
M,76,10,1,10,0,0,0,1,0,0,0,0,0,0
F,293,14,6,34,2,0,2,0,0,1,1,0,1,0
F,275,4,5,18,2,2,1,0,0,0,0,0,0,0
F,86,16,1,16,0,0,1,0,0,0,0,0,0,0
F,204,6,2,14,0,1,0,0,1,0,0,0,0,0
F,71,14,1,14,0,1,0,0,0,0,0,0,0,0
F,350,8,7,34,1,0,1,2,2,0,0,0,0,0
M,156,16,2,22,0,0,1,0,0,1,0,0,0,0
M,354,10,10,60,1,2,2,0,2,0,1,1,0,0
M,195,18,2,24,1,0,0,0,0,1,0,0,1,0
M,150,12,10,54,0,1,4,1,1,0,0,0,0,1
M,148,8,1,8,1,0,0,0,0,0,0,0,0,0
F,283,30,1,30,0,0,0,0,0,0,0,0,0,0
F,341,14,8,34,2,0,2,1,0,1,0,0,0,0
F,209,6,2,12,0,0,0,1,0,0,0,0,0,0
F,214,34,2,38,0,1,0,0,1,0,0,0,0,0
F,59,8,2,14,1,0,0,1,0,0,0,0,0,0
M,196,10,5,36,2,1,0,0,0,1,0,0,0,0
F,180,14,1,14,0,0,1,0,0,0,0,0,0,0
F,438,8,10,30,4,0,2,0,1,0,1,0,0,0
F,221,16,1,16,0,1,0,0,0,0,0,0,0,0
M,143,4,1,4,0,0,0,1,0,0,0,0,0,0
F,429,12,10,42,4,1,1,1,0,0,0,0,0,0
F,189,34,1,34,0,1,0,0,0,0,0,0,0,0
M,411,22,12,48,3,2,0,2,0,3,0,0,0,1
F,272,20,1,20,0,0,0,0,0,0,0,0,0,0
F,217,10,4,32,0,0,3,0,0,1,0,0,0,0
F,198,8,1,8,0,0,0,0,1,0,0,0,0,0
F,338,10,5,22,0,0,0,1,0,3,0,0,0,1
F,232,26,7,52,2,0,2,0,0,0,1,0,0,0
M,124,4,2,8,0,0,0,1,0,1,0,0,0,0
F,181,8,1,8,1,0,0,0,0,0,0,0,0,0
F,327,4,5,26,1,2,2,0,0,0,1,0,0,0
F,224,12,2,16,0,1,1,0,0,0,0,0,0,0
F,243,14,1,14,0,1,0,0,0,0,0,0,0,0
F,83,30,2,36,0,0,2,0,0,0,1,0,0,0
F,82,14,2,18,0,1,1,0,0,0,0,0,0,0
M,217,28,10,70,2,1,2,0,3,0,0,0,0,0
M,299,6,2,10,1,1,0,0,0,0,0,0,0,1
F,40,6,1,6,0,0,0,0,0,1,0,0,0,0
M,290,18,8,58,0,0,2,3,0,1,0,0,0,0
F,176,14,1,14,0,0,1,0,0,0,0,0,0,0
F,242,12,11,36,2,2,4,0,1,1,0,0,0,0
M,213,10,9,56,2,0,1,3,0,2,1,0,1,0
F,17,14,1,14,0,0,0,0,0,0,0,0,0,0
F,289,10,2,16,0,0,1,1,0,0,0,0,0,0
M,51,12,1,12,1,0,0,0,0,0,0,0,0,0
F,192,12,2,20,2,0,0,0,0,0,0,0,0,0
F,146,32,2,38,0,0,2,0,0,0,1,0,0,0
F,167,10,8,40,1,0,3,1,1,0,0,0,0,0
F,224,10,2,18,1,0,0,0,0,1,0,0,0,0
F,171,2,2,10,1,0,0,1,0,0,0,0,0,0
F,137,32,1,32,1,0,0,0,0,0,0,0,0,0
F,266,12,1,12,0,0,1,0,0,0,0,0,0,0
F,228,14,12,64,1,4,4,0,1,1,1,0,0,0
F,41,36,2,42,0,0,1,0,0,1,0,0,0,0
F,186,2,4,24,2,0,1,1,0,0,0,0,0,0
F,102,20,2,28,0,0,1,0,0,0,0,0,0,0
F,231,34,2,42,0,0,2,0,0,0,0,0,0,0
M,259,16,1,16,0,0,1,0,0,0,0,0,0,0
F,257,6,2,8,0,0,1,0,0,0,0,0,0,0
M,337,24,8,42,2,1,3,1,0,0,0,0,0,0
F,297,26,4,36,1,1,2,0,0,0,0,0,0,0
M,472,8,12,58,4,0,4,1,1,0,0,0,0,0
M,153,6,1,6,1,0,0,0,0,0,0,0,0,0
F,205,6,4,18,1,0,0,0,1,0,0,0,0,0
M,462,10,12,50,2,2,3,4,0,1,0,0,0,0
M,194,10,4,20,1,0,2,1,0,0,0,0,0,0
M,158,2,2,6,1,0,0,0,0,1,0,0,0,0
F,136,16,5,26,1,1,2,0,0,0,0,0,0,0
F,134,6,1,6,0,0,1,0,0,0,0,0,0,0
F,80,6,2,10,1,0,0,0,0,1,0,0,0,0
F,221,20,2,26,0,0,1,0,0,1,0,0,0,0
F,403,8,12,74,5,0,5,0,0,1,0,0,0,0
F,150,16,1,16,0,0,1,0,0,0,0,0,0,0
F,223,18,5,36,2,2,1,0,0,0,0,0,0,0
M,177,16,1,16,0,1,0,0,0,0,0,0,0,0
F,215,6,2,14,0,0,0,0,1,1,0,0,1,0
F,19,12,1,12,1,0,0,0,0,0,0,0,0,0
F,310,16,2,18,1,0,0,0,1,0,0,0,0,0
M,368,12,11,76,1,0,4,1,1,2,0,0,0,1
F,206,28,1,28,1,0,0,0,0,0,0,0,0,0
F,349,14,7,28,3,1,0,0,0,2,0,0,0,0
F,241,4,2,8,0,0,2,0,0,0,0,0,0,0
F,90,14,1,14,1,0,0,0,0,0,0,0,0,0
F,103,12,2,18,0,0,0,1,0,0,0,0,0,0
F,38,16,1,16,0,0,1,0,0,0,0,0,0,0
F,173,10,2,14,0,0,1,0,0,1,0,0,0,0
M,140,4,2,8,0,0,1,1,0,0,0,0,0,0
M,316,26,12,74,7,0,2,0,0,2,1,0,1,0
M,279,12,2,18,2,0,0,0,0,0,0,0,0,0
F,170,14,1,14,0,1,0,0,0,0,0,0,0,0
F,292,16,11,56,4,1,2,0,2,0,0,0,0,0
M,253,8,2,16,0,0,0,1,0,1,0,0,0,0
F,257,14,10,60,2,0,3,0,2,1,1,1,1,1
M,201,12,2,14,0,0,1,0,0,0,0,0,0,0
M,47,10,1,10,0,0,0,1,0,0,0,0,0,0
M,94,12,1,12,0,0,0,0,0,1,0,0,0,0
F,402,8,12,46,2,1,2,2,1,1,1,0,0,0
M,193,16,1,16,0,0,1,0,0,0,0,0,0,0
F,187,26,4,46,1,0,2,0,0,0,0,0,0,0
F,160,10,4,24,1,1,0,1,0,1,0,0,0,0
M,117,28,1,28,0,1,0,0,0,0,0,0,0,0
F,79,6,1,6,0,0,1,0,0,0,0,0,0,0
F,292,34,1,34,0,0,0,1,0,0,0,0,0,0
F,125,4,8,38,0,1,4,0,0,2,0,0,0,0
M,68,14,2,18,1,1,0,0,0,0,0,0,0,0
F,375,12,9,64,1,0,2,2,1,2,1,1,1,0
F,261,14,8,42,2,3,2,0,0,1,0,0,0,0
F,197,14,11,78,2,1,4,0,0,3,0,0,0,0
F,280,10,2,12,0,0,1,1,0,0,0,0,0,0
F,214,14,8,50,1,0,3,0,0,3,0,0,0,0
F,119,14,6,44,0,1,1,2,1,0,0,0,0,0
F,205,16,1,16,0,0,1,0,0,0,0,0,0,0
F,181,6,9,52,4,1,1,2,1,0,0,0,0,0
F,325,4,12,62,1,0,5,1,2,2,0,0,0,0
F,141,12,1,12,0,0,1,0,0,0,0,0,0,0
F,276,16,4,28,1,0,1,0,1,0,0,0,0,0
F,222,32,2,40,1,0,1,0,0,0,0,0,0,0
F,160,2,1,2,0,0,1,0,0,0,0,0,0,0
M,338,4,8,42,3,2,2,0,0,0,1,0,0,0
M,240,26,2,34,0,1,0,0,1,0,0,0,0,0
F,195,10,8,50,1,0,3,2,0,0,0,0,0,0
M,53,22,3,32,2,0,0,0,0,0,0,0,0,0
F,316,12,2,20,0,0,0,1,0,0,0,0,0,0
M,283,14,1,14,0,0,0,1,0,0,0,0,0,0
F,152,16,8,50,1,0,2,2,1,0,0,0,0,0
F,109,6,1,6,1,0,0,0,0,0,0,0,0,0
F,259,12,1,12,1,0,0,0,0,0,0,0,0,0
F,156,10,10,52,0,0,4,3,0,2,0,0,0,0
F,145,18,1,18,0,0,1,0,0,0,0,0,0,0
F,304,2,1,2,1,0,0,0,0,0,0,0,0,1
F,387,30,6,48,0,3,0,3,0,0,0,0,0,0
M,401,10,9,60,3,0,1,0,3,1,0,0,0,1
F,52,12,1,12,0,0,0,0,0,0,0,0,0,0
F,241,20,1,20,0,0,0,0,0,1,0,0,0,0
F,166,16,1,16,0,0,0,1,0,0,0,0,0,0
F,130,20,2,24,0,0,1,0,0,0,0,0,0,0
M,214,16,2,18,1,0,0,0,0,0,0,0,0,0
M,380,8,9,54,2,1,3,1,0,0,1,0,0,0
F,474,12,12,64,4,1,3,2,0,0,1,0,0,0
F,166,10,2,16,0,0,2,0,0,0,0,0,0,0
F,125,6,2,12,0,1,1,0,0,0,0,0,0,0
F,112,16,1,16,1,0,0,0,0,0,0,0,0,0
F,123,18,7,48,1,2,2,0,0,1,0,0,0,0
F,195,4,1,4,0,0,0,0,0,0,0,0,0,0
M,281,4,2,8,1,0,0,0,0,0,0,0,0,0
F,291,2,6,18,0,1,0,0,1,1,0,0,0,1
M,185,10,2,18,0,0,0,0,1,0,0,0,0,0
M,241,14,2,20,1,0,1,0,0,0,0,0,0,0
F,297,26,2,30,0,0,1,0,1,0,0,0,0,0
M,80,24,2,30,1,0,1,0,0,0,1,0,0,1
M,96,4,1,4,0,0,0,1,0,0,0,0,0,0
F,255,2,7,36,0,3,1,1,1,0,0,0,0,0
F,126,16,1,16,0,0,1,0,0,0,0,0,0,0
F,52,36,3,42,0,0,2,0,0,0,1,0,0,0
F,200,8,1,8,0,0,1,0,0,0,0,0,0,0
F,356,6,11,48,6,1,1,0,0,0,0,0,0,0
F,181,22,1,22,0,1,0,0,0,0,0,0,0,0
F,107,12,2,18,0,0,1,1,0,0,0,0,0,0
F,238,10,9,52,1,0,3,0,0,4,0,0,0,1
F,178,20,8,56,1,2,0,2,0,2,0,0,1,0
M,79,12,3,18,2,0,0,0,0,0,0,0,0,0
M,474,14,12,40,1,1,4,1,1,2,0,0,0,1
F,110,14,1,14,0,0,1,0,0,0,0,0,0,0
F,198,16,2,18,0,1,0,0,0,1,0,0,0,0
F,201,2,10,56,3,2,1,3,0,1,0,0,0,0
F,43,2,2,6,0,1,1,0,0,0,0,0,0,0
F,115,4,2,8,0,0,1,0,0,0,0,0,0,0
F,399,34,11,74,2,1,2,1,2,3,0,0,0,0
M,175,12,4,32,0,0,1,1,0,0,1,0,0,0
F,90,2,1,2,0,0,1,0,0,0,0,0,0,0
F,257,16,12,74,2,1,2,0,2,0,1,1,0,0
F,228,16,1,16,0,0,1,0,0,0,0,0,0,0
F,276,10,4,26,2,0,2,0,0,0,0,0,0,0
F,263,12,1,12,0,0,0,0,0,0,0,0,0,0
F,309,10,2,16,0,1,1,0,0,0,0,0,0,0
M,118,34,7,62,1,1,0,1,0,1,0,0,0,0
F,168,14,9,42,1,0,3,2,0,3,1,0,1,0
F,155,20,1,20,0,0,0,0,0,0,0,0,0,0
M,211,4,3,16,0,0,1,0,0,1,0,0,0,0
F,236,14,10,36,1,3,2,0,1,1,1,0,0,0
F,260,4,1,4,0,0,0,1,0,0,0,0,0,0
M,321,26,9,66,4,1,1,2,0,0,0,0,0,0
F,165,14,1,14,1,0,0,0,0,0,0,0,0,0
F,267,24,1,24,0,0,1,0,0,0,0,0,0,0
F,178,16,6,46,2,0,3,0,0,0,0,0,0,0
M,18,16,1,16,0,0,0,1,0,0,0,0,0,0
M,175,8,9,34,4,0,1,0,0,1,0,0,0,1
F,474,32,12,62,4,1,1,2,0,2,0,0,0,0
F,103,18,1,18,0,1,0,0,0,0,0,0,0,0
F,284,2,2,4,0,0,0,1,0,0,0,0,0,0
F,217,28,11,64,1,2,2,3,1,0,1,0,0,0
M,246,8,1,8,0,0,0,1,0,0,0,0,0,0
F,238,10,6,28,2,0,2,2,0,0,1,0,0,0
F,324,6,8,42,1,1,2,2,0,0,1,0,0,0
F,329,20,2,24,0,0,1,0,0,1,0,0,0,0
M,151,12,4,30,1,1,1,0,0,0,0,0,0,0
M,375,14,10,54,2,1,1,1,1,3,1,1,1,1
F,339,14,7,46,1,3,1,0,1,0,0,0,0,0
M,243,14,2,16,0,0,0,0,0,1,0,0,0,0
M,268,16,12,48,4,1,2,1,1,1,0,0,0,0
M,196,14,1,14,0,0,1,0,0,0,0,0,0,1
F,177,10,5,34,1,2,0,0,0,2,0,0,0,1
F,413,16,8,60,2,0,2,1,1,1,1,1,1,0
F,16,10,1,10,0,0,0,1,0,0,0,0,0,0
F,219,12,2,16,0,0,1,0,0,0,0,0,0,0
F,366,14,5,24,1,1,1,1,1,0,0,0,0,0
M,95,22,1,22,0,0,0,0,0,0,0,0,0,0
F,87,10,2,16,0,1,0,0,1,0,0,0,0,0
F,233,2,2,4,0,0,1,0,1,0,0,1,0,0
F,416,10,11,72,2,0,1,1,4,0,0,0,0,0
F,61,10,1,10,0,0,0,1,0,0,0,0,0,0
F,96,28,2,34,0,0,1,0,1,0,0,0,0,0
F,81,8,2,12,0,0,0,0,0,1,0,0,0,0
F,55,12,1,12,0,0,1,0,0,0,0,0,0,0
F,135,8,2,12,0,2,0,0,0,0,0,0,0,0
F,212,8,7,24,2,1,1,2,0,0,0,0,0,0
F,189,12,12,50,1,2,2,4,1,1,0,0,0,0
F,360,30,9,74,1,2,3,0,1,1,1,0,1,0
F,295,22,2,26,1,0,0,0,0,1,0,0,0,0
M,313,26,5,42,2,0,0,0,0,2,0,0,0,0
F,308,8,1,8,0,1,0,0,0,0,0,0,0,0
M,100,6,1,6,0,0,0,1,0,0,0,0,0,1
M,245,22,5,40,4,0,1,0,0,0,0,0,0,0
M,202,32,10,72,1,1,5,0,1,0,0,0,0,0
F,267,14,6,26,1,2,1,0,0,2,0,0,0,0
F,158,12,7,50,0,1,2,0,1,1,1,1,1,0
M,116,10,1,10,0,0,0,0,1,0,0,0,0,0
M,291,18,1,18,0,0,1,0,0,0,0,0,0,0
F,180,22,7,38,1,2,0,1,0,0,0,0,0,0
F,102,6,1,6,0,0,0,0,1,0,0,0,0,0
F,239,6,5,22,2,0,2,0,1,0,1,0,0,0
F,120,10,8,38,2,1,2,1,1,0,0,0,0,0
M,255,6,8,48,2,1,2,1,0,1,1,0,1,0
F,47,22,1,22,0,1,0,0,0,0,0,0,0,0
M,186,12,1,12,1,0,0,0,0,0,0,0,0,0
M,241,10,9,40,2,2,2,0,3,0,1,1,0,0
F,216,16,4,30,0,3,1,0,0,0,0,0,0,0
F,136,2,8,40,1,3,1,1,0,0,0,0,0,0
M,239,10,11,52,2,0,4,1,1,1,1,0,0,0
F,30,16,1,16,0,0,0,0,0,0,0,0,0,0
M,155,12,2,14,0,0,0,1,0,0,0,0,0,0
F,202,4,4,28,3,0,0,0,0,0,0,0,0,0
M,113,8,1,8,1,0,0,0,0,0,0,0,0,0
M,281,10,8,54,1,0,2,4,0,0,1,0,0,0
M,244,4,4,20,1,0,2,0,1,0,1,0,0,0
F,337,12,7,30,2,1,3,0,1,0,1,1,0,0
M,343,4,12,60,3,0,6,0,2,0,0,0,0,0
F,112,10,3,26,1,0,1,1,0,0,0,0,0,0
F,136,6,2,10,0,0,1,0,0,0,0,0,0,0
F,204,14,2,22,1,1,0,0,0,0,0,0,0,0
M,273,28,2,34,0,0,1,0,0,1,0,0,0,0
F,205,26,1,26,1,0,0,0,0,0,0,0,0,0
F,398,6,12,58,3,2,4,0,1,2,1,0,0,0
M,137,16,2,24,2,0,0,0,0,0,0,0,0,0
F,199,6,8,50,1,0,1,3,2,1,0,0,0,0
F,237,16,5,40,3,1,0,0,1,0,0,0,0,0
M,205,10,5,34,1,0,2,0,2,0,1,1,0,1
F,18,2,1,2,1,0,0,0,0,0,0,0,0,0
F,85,4,1,4,0,0,0,0,0,0,0,0,0,0
F,199,8,1,8,0,0,0,0,0,0,0,0,0,0
M,230,34,1,34,0,0,0,1,0,0,0,0,0,0
M,66,12,1,12,0,1,0,0,0,0,0,0,0,0
F,351,2,12,60,5,0,1,4,0,1,0,0,0,0
M,59,10,1,10,0,0,0,1,0,0,0,0,0,0
M,180,12,1,12,1,0,0,0,0,0,0,0,0,0
F,333,12,4,22,1,0,0,1,1,0,0,0,0,0
F,289,10,2,12,0,1,1,0,0,0,0,0,0,0
F,115,18,2,24,1,0,1,0,0,0,1,0,0,0
F,336,6,10,28,1,1,3,4,0,1,0,0,0,0
F,127,14,4,38,1,0,0,0,2,0,0,1,0,0
F,334,16,6,38,0,2,1,0,1,1,0,0,0,0
F,280,22,1,22,0,0,0,0,1,0,0,0,0,0
F,188,34,6,48,1,0,4,1,0,0,0,0,0,0
F,304,26,2,34,1,0,1,0,0,0,1,0,0,0
F,311,16,1,16,0,0,0,0,1,0,0,0,0,0
F,380,30,9,60,1,1,1,0,0,2,0,0,0,0
F,249,20,8,42,4,0,1,2,0,1,0,0,0,0
F,71,12,2,16,1,0,0,0,0,0,0,0,0,0
F,382,2,12,44,0,3,5,2,0,1,0,0,0,0
F,407,26,11,58,3,0,3,0,2,1,0,0,0,0
M,61,12,1,12,0,0,1,0,0,0,0,0,0,0
F,242,12,4,32,1,0,2,0,1,0,0,0,0,0
F,64,22,1,22,0,0,0,1,0,0,0,0,0,0
F,196,4,2,12,0,0,0,0,0,1,0,0,0,0
F,416,16,8,36,2,0,1,0,2,1,1,1,1,0
F,246,2,7,18,1,0,1,2,0,1,0,0,0,0
F,58,4,2,8,2,0,0,0,0,0,0,0,0,0
M,189,10,7,48,0,0,3,0,1,3,1,0,1,1
F,176,16,2,18,1,0,0,0,0,0,0,0,0,0
F,253,12,2,16,0,0,1,0,0,1,0,0,0,0
F,124,16,2,20,1,0,1,0,0,0,0,0,0,0
M,286,6,1,6,0,0,1,0,0,0,0,0,0,1
F,223,32,1,32,0,0,0,0,0,1,0,0,0,0
F,37,2,1,2,0,0,0,0,0,0,0,0,0,0
M,34,10,1,10,0,0,0,0,0,0,0,0,0,1
F,323,16,2,22,1,1,0,0,0,0,0,0,0,0
F,85,28,4,42,3,0,0,1,0,0,0,0,0,0
M,223,12,7,42,2,0,2,1,0,1,0,0,0,0
F,337,4,5,30,1,1,1,0,0,2,0,0,0,1
F,58,2,1,2,1,0,0,0,0,0,0,0,0,0
F,294,32,2,34,1,0,0,0,0,1,0,0,1,0
F,216,26,1,26,0,0,0,0,1,0,0,0,0,0
M,149,8,1,8,0,1,0,0,0,0,0,0,0,0
F,239,34,7,56,1,1,3,0,1,0,0,0,0,0
F,124,22,1,22,0,0,1,0,0,0,0,0,0,0
F,118,8,1,8,1,0,0,0,0,0,0,0,0,0
M,118,6,1,6,0,0,0,0,0,0,0,0,0,0
F,194,16,2,18,0,0,2,0,0,0,1,0,0,1
M,368,10,5,22,1,1,0,1,1,0,0,1,0,0
F,121,4,7,42,0,0,3,0,0,4,1,0,1,1
F,192,2,2,6,0,0,0,0,1,0,0,0,0,0
M,80,4,2,10,0,2,0,0,0,0,0,0,0,0
F,99,10,2,14,0,0,1,0,0,0,0,0,0,0
F,43,24,1,24,0,0,0,1,0,0,0,0,0,0
M,197,8,4,20,3,1,0,0,0,0,0,0,0,1
F,317,22,2,30,0,0,0,0,1,1,0,0,0,0
F,226,16,6,32,0,0,2,1,1,1,1,0,0,0
F,443,12,11,56,1,2,3,2,0,1,1,0,1,0
F,152,26,1,26,0,0,0,1,0,0,0,0,0,0
F,123,6,1,6,0,0,0,1,0,0,0,0,0,0
F,76,4,1,4,0,0,1,0,0,0,0,0,0,0
M,247,6,1,6,0,1,0,0,0,0,0,0,0,0
F,404,4,8,32,2,2,1,1,0,2,0,0,0,0
F,174,12,2,20,1,0,0,1,0,0,0,0,0,0
F,143,14,1,14,1,0,0,0,0,0,0,0,0,0
M,283,22,7,50,0,0,1,1,0,3,1,0,1,1
F,54,6,1,6,0,0,0,1,0,0,0,0,0,0
M,262,24,3,36,0,0,2,0,0,0,1,0,0,0
F,233,22,9,46,1,2,4,0,1,1,1,0,1,0
F,267,28,2,36,0,0,1,0,0,1,0,0,1,1
F,143,16,1,16,0,0,0,0,1,0,0,0,0,0
M,259,8,1,8,0,0,0,1,0,0,0,0,0,0
M,182,14,3,24,0,1,2,0,0,0,0,0,0,1
M,337,4,12,36,4,0,4,1,1,2,0,0,0,0
F,281,32,4,46,1,1,1,1,0,0,0,0,0,0
M,364,16,10,44,2,0,5,0,2,1,0,0,0,0
F,228,26,1,26,0,1,0,0,0,0,0,0,0,0
F,140,16,2,22,0,0,0,0,0,2,0,0,0,0
F,59,22,1,22,0,1,0,0,0,0,0,0,0,0
F,366,8,10,44,2,0,4,1,1,2,1,0,1,1
F,213,14,6,34,4,0,0,1,0,1,0,0,0,0
M,285,10,7,38,1,0,2,0,1,3,0,0,0,1
F,214,4,1,4,1,0,0,0,0,0,0,0,0,0
M,223,12,6,34,2,0,1,1,0,0,0,0,0,1
F,240,4,2,8,0,0,1,0,0,0,0,0,0,0
F,294,6,7,30,0,0,6,0,0,0,0,0,0,0
F,95,34,6,50,1,2,1,0,0,1,0,0,0,0
M,149,4,2,6,1,0,0,0,1,0,0,0,0,0
M,61,22,1,22,0,0,1,0,0,0,0,0,0,0
F,296,34,6,58,0,1,1,0,1,0,0,0,0,0
F,357,12,8,36,2,3,1,1,0,0,0,0,0,0
F,252,2,6,16,1,0,3,0,0,0,0,0,0,0
F,70,6,2,10,0,0,1,0,1,0,0,1,0,0
M,248,10,4,26,2,0,1,0,0,1,0,0,0,0
F,142,14,9,50,3,0,0,1,0,3,0,0,0,0
F,275,32,1,32,1,0,0,0,0,0,0,0,0,0
F,323,8,2,16,1,0,0,1,0,0,0,0,0,0
F,244,10,5,36,2,0,1,0,0,2,1,0,1,1
F,78,4,3,14,1,1,0,0,1,0,0,0,0,0
M,256,12,1,12,0,0,1,0,0,0,0,0,0,0
M,153,14,2,22,1,0,1,0,0,0,0,0,0,0
F,222,32,2,38,0,0,0,2,0,0,0,0,0,0
F,299,8,1,8,0,0,1,0,0,0,0,0,0,0
F,205,24,5,38,0,0,1,1,0,1,0,0,0,0
M,404,16,12,54,1,1,1,5,0,1,0,0,0,0
M,291,14,2,16,0,0,1,1,0,0,0,0,0,0
F,236,22,1,22,0,0,0,0,1,0,0,0,0,0
F,191,36,1,36,0,0,1,0,0,0,0,0,0,0
M,213,14,2,18,0,0,1,1,0,0,0,0,0,0
F,91,2,2,8,0,2,0,0,0,0,0,0,0,0
F,78,16,1,16,0,0,0,0,0,1,0,0,0,0
F,97,16,1,16,0,0,1,0,0,0,0,0,0,0
F,119,14,2,18,0,0,0,0,0,0,0,0,0,0
F,264,14,1,14,0,0,1,0,0,0,0,0,0,0
F,98,12,3,24,1,0,0,0,1,0,0,0,0,0
F,308,12,1,12,0,1,0,0,0,0,0,0,0,0
M,317,2,6,34,0,0,2,0,1,0,0,0,0,1
M,241,4,11,52,2,1,1,1,2,3,0,0,0,1
M,286,2,5,30,0,1,3,0,0,0,0,0,0,0
F,285,14,1,14,0,0,1,0,0,0,0,0,0,0
F,330,10,6,44,1,1,3,0,0,0,0,0,0,0
F,262,14,2,20,1,0,1,0,0,0,0,0,0,0
F,268,28,1,28,0,0,1,0,0,0,0,0,0,0
F,246,26,1,26,0,1,0,0,0,0,0,0,0,0
M,256,14,10,64,2,2,3,0,0,2,0,0,0,0
F,295,12,2,18,0,1,0,0,0,1,0,0,1,0
F,150,12,10,44,1,2,2,1,0,3,0,0,0,1
F,168,24,8,60,2,0,2,1,1,0,1,1,0,0
F,274,2,1,2,1,0,0,0,0,0,0,0,0,0
F,118,8,2,14,0,0,0,1,0,1,0,0,1,0
M,260,4,1,4,0,0,1,0,0,0,0,0,0,0
F,386,4,8,24,2,0,2,3,0,0,0,0,0,0
F,342,8,7,32,1,1,2,2,0,1,1,0,0,0
F,234,16,10,68,3,0,3,0,0,3,0,0,0,0
M,341,24,4,36,0,1,1,1,1,0,1,1,0,0
F,248,10,12,54,6,0,3,1,0,1,0,0,0,0
M,269,32,2,38,1,1,0,0,0,0,0,0,0,1
F,200,6,1,6,0,0,0,0,0,0,0,0,0,1
F,116,16,4,38,0,0,2,1,0,0,0,0,0,0
F,217,8,1,8,1,0,0,0,0,0,0,0,0,0
F,152,28,1,28,0,0,1,0,0,0,0,0,0,0
F,263,20,8,36,1,2,1,1,1,1,0,0,0,0
F,103,14,6,44,0,2,1,1,1,0,0,0,0,0
M,228,10,1,10,0,0,0,0,1,0,0,0,0,0
M,233,8,8,30,0,2,2,2,1,1,0,0,0,0
F,256,10,8,52,1,2,3,0,0,0,0,0,0,0
F,39,2,1,2,0,0,0,1,0,0,0,0,0,0
F,209,12,11,52,3,0,1,4,2,1,0,0,0,0
F,338,16,6,52,2,1,0,0,1,1,0,1,1,0
M,338,12,7,42,2,0,1,1,2,1,0,0,0,0
F,93,8,2,12,0,0,1,0,1,0,0,0,0,0
M,35,22,1,22,0,0,0,0,0,1,0,0,0,0
F,174,12,2,14,0,0,1,1,0,0,0,0,0,0
F,126,20,1,20,0,1,0,0,0,0,0,0,0,0
F,55,12,2,14,0,0,0,0,1,1,0,0,0,0
F,421,10,10,58,0,1,6,1,0,1,0,0,0,0
F,428,10,9,48,2,2,2,2,1,0,0,0,0,0
F,209,12,7,28,1,0,4,2,0,0,0,0,0,0
M,93,10,1,10,0,0,0,1,0,0,0,0,0,0
F,75,10,4,24,0,0,1,2,0,1,0,0,0,0
F,193,14,1,14,1,0,0,0,0,0,0,0,0,0
